id,pair,sentence,label,resolution
248,pair2,បានខ្ញុំនឹងរង់ចាំតែឥឡូវមកជួយសង់ប្រាសាទខ្សាច់ខ្ញុំសិនម៉ោ ខ្ញុំសង់ជិតហើយហើយក្មេងស្រីនិយាយព្រមទាំងចង្អុលទៅគំនរខ្សាច់និងកូនប្រាសាទតូចៗដែលខ្លួនបានសាងសង់,neutral,annotators agreed
249,pair2,ក្រុមហ៊ុនល្អធ្វើឱ្យប្រវែងខ្លី,positive,corpus label used
250,pair2,មិនថាជនជាតិឥណ្ឌា ម៉ាឡេស៊ី ឬចិននោះទេ ម្ហូបមួយចំនួនរបស់ពួកគេ គឺល្បីល្បាញពីធាតុផ្សំដែលផ្ទុកនូវអាហារូបត្ថម្ភជាច្រើន។,positive,annotators agreed
251,pair2,ខ្ញុំស្គាល់អត្តសញ្ញាណខ្លួនឯង ខ្ញុំរស់នៅក្នុងសេចក្តីពិត សេចក្តីស្រឡាញ់ដែលមិនប្រួលប្រែ មានសេរីភាពពីចំណងទាំងឡាយនៅក្នុងជីវិត។,positive,annotators agreed
252,pair2,"ទោះជាយ៉ាងនេះក្តី សម្តេចតេជោ បានថ្លែងថា សម្តេចមិនប្រកាន់ទោសអូសដំណើរជាមួយនឹងប្រជាពលរដ្ឋមីយ៉ាន់ម៉ានោះទេ ទោះបីជាសម្តេចបានសង្កេតឃើញថាមានការដុត, ជាន់ ឬគូសរូបថតរបស់សម្តេចក៏ដោយ។",positive,corpus label used
253,pair2,បើដូច្នេះ បងសុភាទន្សាយអាណិតជួយដោះទុក្ខអស់បងប្អូនខ្ញុំ ឲ្យបានរួចពីភ័យម្តងនេះ នឹងបានល្បីកេរ្តិ៍ឈ្មោះតទៅ អស់យើងនឹងតបគុណបងសុភាទន្សាយឯង យើងមិនភ្លេចគុណដរាបដល់អស់ជីវិត ។,positive,annotators agreed
254,pair2,តាមរយៈទង្វើទាំងឡាយរបស់ក្រុមប្រឆាំងដែលមានទណ្ឌិត សម រង្ស៊ី ជាអ្នកនយោបាយចាញ់ចាស់វស្សាជាអ្នកនាំមុខនេះ អ្នកវិភាគចៅចាក់ស្មុកអាចទាញសេចក្តីសន្និដ្ឋានមួយចំនួនដូចខាងក្រោម៖,neutral,corpus label used
255,pair2,ដើម្បីរក្សាទីក្រុងស្អាត និងអភិរក្សបរិស្ថានឲ្យកាន់តែស្រស់បំព្រងសម្រាប់ការរស់នៅប្រកបដោយផាសុកភាព សណ្ឋាគារ MHR បានធ្វើការជាមួយសហគមន៍មូលដ្ឋាន និងអាជ្ញាធរដើម្បីដាំដើមឈើបន្ថែមនៅក្នុងឧទ្យានជាតិអង្គរ និងផ្នែកខ្លះទៀតនៃខេត្តសៀមរាប។,positive,corpus label used
256,pair2,ឋិតនៅចម្ងាយ៣៥៩គីឡូម៉ែត្រពីរាជធានីភ្នំពេញតាមផ្លូវជាតិលេខ៥ និងមានទីតាំងជាប់នឹងព្រំប្រទល់ខេត្តបាត់ដំបង ឧត្តរមានជ័យ សៀមរាប និងព្រំប្រទល់ថៃ ខេត្តបន្ទាយមានជ័យ កំពុងទទួលបានភ្ញៀវទេសចរយ៉ាងកុះករតាម រយៈកាស៊ីណូខ្នាតអន្តរជាតិមួយ ដែលកំពុងបើកឱ្យមានការចូលលេង កម្សាន្តទាំងយប់ទាំងថ្ងៃ។,positive,corpus label used
257,pair2,ប្រទេសមួយចំនួនកំពុងរង់ចាំការចូលរួមក្នុងប្លុកនេះ ខណៈប្រទេសមួយទៀតគឺចក្រភពអង់គ្លេស ជាប្រទេសតែមួយគត់ដែលបានចាកចេញពីប្លុក។,neutral,annotators agreed
258,pair2,ពួកគេត្រូវស្វែងរកដំណោះស្រាយ ពីព្រោះពួកគេមិនអាចបង្ខំខ្លួនឯងឱ្យចូលចិត្តប្រព័ន្ធនេះដូចដែលវាមាន។,negative,annotators agreed
259,pair2,លោក អូស្ទីន បានបន្ថែមថា សហរដ្ឋអាម៉េរិកនឹងបន្តធ្វើការជាមួយសម្ព័ន្ធមិត្ត និងដៃគូរបស់ខ្លួន ដើម្បីធានាបាននូវឥណ្ឌូប៉ាស៊ីហ្វិកសេរី និងបើកចំហ។,positive,corpus label used
260,pair2,បន្ទាប់មក ជីដូនបាននាំចៅមក មន្ទីរពេទ្យគន្ធបុប្ផាវិញនៅថ្ងៃទី១៨ ខែតុលា ឆ្នាំ២០២២ វេលាម៉ោង៨យប់ ស្ថិតក្នុងស្ថានភាពធ្ងន់ធ្ងរបំផុតដែលត្រូវសង្គ្រោះបន្ទាន់ (Cardio-Respiratory Failure)។,negative,annotators agreed
261,pair2,"លោកបាននិយាយថា នោះអាចប៉ះពាល់ដល់ផលិតភាព និងការនាំចេញ ហើយមានសក្តានុពល "" ធ្លាក់ចុះ "" ផលប៉ះពាល់លើបញ្ហាដូចជា ចំណាត់ថ្នាក់ឥណទានរបស់ប្រទេស និងសូម្បីតែស្ថិរភាពនយោបាយ។",negative,annotators agreed
262,pair2,ភ្នំពេញ ធំឡើងជាមួយម្តាយមេម៉ាយ និងបងប្អូន ៧ នាក់នៅក្នុងបន្ទប់ជួលក្នុងទីក្រុងភ្នំពេញ សីម៉ា [ឈ្មោះអ្នកនិពន្ធដាក់ឱ្យ] មានដំណើរជីវិតមិនងាយស្រួលនោះទេ។,negative,corpus label used
263,pair2,អាមេរិកយកប្រទេសអ៊ុយក្រែនធ្វើជាកន្លែងសាកល្បងអាវុធរបស់ខ្លួនឯងជាមួយប្រទេសរុស្ស៊ី។,negative,annotators agreed
264,pair2,នៅក្នុងរាជធានី គោលដៅទាំង២ដែលបង្ក្រាបគ្រឿងញៀនបានធ្វើនៅចំណុច សួនច្បារមាត់ទន្លេ មុខវាំងលើផ្លូវព្រះស៊ីសុវត្ថិ ស្ថិតក្នុងសង្កាត់ជ័យជំនះ ខណ្ឌដូនពេញ និងគោលដៅទី២ នៅចំណុច ខុនដូឃ្វីន ផ្លូវលេខ៣០៨ ស្ថិតក្នុងភូមិ៥ សង្កាត់ទន្លេបាសាក់ នៃខណ្ឌចំការមន។,neutral,annotators agreed
265,pair2,ការប្រើប្រាស់ភាសា គឺជាបញ្ហាប្រឈមដ៏ធំមួយដែលជនជាតិដើមភាគតិចបានជួបប្រទះក្នុងការសិក្សារបស់ពួកគេ។,negative,annotators agreed
266,pair2,យោងតាមក្រសួងបានឱ្យដឹងថា កម្រិតវិទ្យុសកម្មនៅទីតាំងរោងចក្រហ្សាផូរីហ្សា ដែលជារោងចក្រថាមពលនុយក្លេអ៊ែរដ៏ធំបំផុតរបស់អឺរ៉ុប នៅតែមានលក្ខណៈធម្មតានៅឡើយ។,neutral,annotators agreed
267,pair2,ឆាប់ខឹង(ចំពោះបុរស)៖ ជំងឺធ្លាក់ទឹកចិត្តអាចប៉ះពាល់ដល់ភេទខុសៗគ្នា។,negative,annotators agreed
268,pair2,(រាជធានីភ្នំពេញ)៖ គណៈកម្មាធិការជាតិគ្រប់គ្រងគ្រោះមហន្តរាយ បានជំរុញឱ្យអាជ្ញាធរបណ្តាខេត្តជាប់បឹងទន្លេសាបទាំងអស់ ពិសេសខេត្តសៀមរាប និងខេត្តកំពង់ធំ ឱ្យចុះសិក្សាលទ្ធភាពផ្តល់ពូជស្រូវជូនកសិករដែលរងគ្រោះដោយទឹកជំនន់ធ្ងន់ធ្ងរ ដើម្បីអាចស្តារជីវភាពឡើងវិញទាន់ពេលវេលា។,neutral,annotators agreed
269,pair2,អ្នកនាង គិនកេសា បានថ្លែងថា៖ «ក្នុងឆ្នាំ ២០២២ នេះយើងអាចនឹងឃើញសកម្មភាពជួលបន្តលូតលាស់បន្ថែមទៀត ក៏ប៉ុន្តែដោយសារមានគម្រោងថ្មីៗជាច្រើនដែលគ្រោងនឹងបើកក្នុងឆ្នាំនេះផងដែរ ដូច្នេះទីផ្សារកន្លែងជួលលក់រាយអាចនឹងមានការប្រកួតប្រជែងកាន់តែខ្លាំងលើតម្លៃជួល និងលក្ខខណ្ឌអនុគ្រោះនានា»។,neutral,annotators agreed
270,pair2,ផលប៉ះពាល់សង្គមដោយសារឧក្រិដ្ឋកម្មឆ្លងដែនរបស់ជនជាតិចិននៅខេត្តព្រះសីហនុ,negative,corpus label used
271,pair2,ជាមួយគ្នានេះ ហុងកុងក៏អាចរងគំរាមកំហែង ដោយវិបត្តិនយោបាយ ដែលកើតចេញមកពីការបិទខ្ទប់សេចក្តីស្រេកឃ្លាន លទ្ធិប្រជាធិបតេយ្យ របស់ប្រជាជន។,negative,corpus label used
272,pair2,ទឹកជំនន់ ជំងឺសារវាស្គាល់អាធ្លាក់រដូវភ្លៀងមកម្តង ២ដង វាចាប់ផ្តើមជួនកាលទៅវាស៊ីប៉ះថ្នាំពុលណាបង ក្របីនេះដល់ពេលជំងឺប៉ះថ្នាំពុលហើមតែពោះធម្មតា ប៉ះណាទៅឈឺប្រកាច់យកតែម្តង»។,negative,annotators agreed
273,pair2,នៅក្នុងវីដេអូខ្លីមួយដែលម្ចាស់ពានរង្វាន់បានផលិតឡើង និងចាក់ផ្សាយនៅក្នុងឱកាសនោះ គេបានរំលេចយ៉ាងច្បាស់នូវវីរភាពនិងការលះបង់ដ៏ធំធេងរបស់តេជោ ហ៊ុន សែន ដើម្បីស្វែងរកសន្តិភាពជូនប្រទេសជាតិ និងប្រជាជនរបស់ខ្លួន បន្ទាប់ពីភ្លើងសង្គរាម និងរបបប្រល័យពូជសាសន៍បានឆក់យកជីវិត ពលរដ្ឋខ្មែរអស់ជាច្រើនលាននាក់។,positive,corpus label used
274,pair2,លើសពីនោះ លោកសង្ឃឹមថា ហ្វីលីពីននឹងក្លាយជាប្រទេសមួយដែលរួមចំណែកដល់ខិតខំប្រឹងប្រែង ដើម្បីស្វែងរកសន្តិភាពផងដែរ។,positive,annotators agreed
275,pair2,អ្នកស្រាវជ្រាវបានចាត់ទុកកូដដែលមាននៅក្នុងកម្មវិធី TikTok គឺវាស្មើនឹងការលួចដំឡើងកម្មវិធី keylogger ទៅក្នុងកម្មវិធីគេហទំព័រមួយចំនួន ដែលជនខិលខូចតែងតែប្រើដើម្បីលួចទាញយកទិន្នន័យរបស់អ្នកប្រើប្រាស់។,negative,annotators agreed
276,pair2,លើសពីនេះ ក៏ជាឱកាសផ្សព្វផ្សាយពីប្រធានបទរបស់កីឡាអាស៊ី ដែលផ្តោតសំខាន់ «កីឡាដើម្បីទាំងអស់គ្នា»។,neutral,annotators agreed
277,pair2,សាលារដ្ឋភាគច្រើនត្រូវបានគេមើលឃើញថានៅតំបន់ជនបទ។,neutral,annotators agreed
278,pair2,រកឃើញហើយត្រូវយកស្ត្រីនោះទៅសែនព្រេនក្នុងផ្ទះអ្នកជំងឺដើម្បីសុំខមាលទោស ទើបមេបាព្រមលើកលែងឲ្យអ្នកជំងឺនោះជាសះស្បើយវិញ។,positive,corpus label used
279,pair2,បើព្រៃឈើត្រូវបានការពារ ប្រព័ន្ធអេកូឡូស៊ីក៏នឹងដំណើរការបានល្អ ដែលអាចផ្តល់នូវអត្ថប្រយោជន៍ជាច្រើនដែលរួមមាន៖,positive,annotators agreed
280,pair2,ក្នុងករណីបែបនេះថិរវេលាសម្រាប់សកម្មភាពត្រូវបានប៉ាន់ប្រមាណដោយរូបមន្ត,neutral,annotators agreed
281,pair2,ជម្ងឺមិនឆ្លងត្រូវបានគេស្គាល់ថាជាជំងឺរ៉ាំរ៉ៃឬជំងឺធ្ងន់ធ្ងរ។,neutral,corpus label used
282,pair2,ធម្មជាតិជាដើមឈើគឺល្អបែបនេះឯង ពួកគេប្រឹងប្រែង ដុះ ប្រឹងប្រែងរស់ តាមធម្មជាតិរបស់ពួកគេ រស់ដោយមិនបៀតបៀនគ្នា កេងប្រវ័ញ្ចគ្មា សម្លាប់គ្នាដើម្បីប្រយោជន៍ខ្លួន រស់តាមលទ្ធភាព ការតស៊ូរបស់ពួកគេ ដើម្បីសំរបតាម ធម្មជាតិ បើទោះជាមានការប្រែប្រួល ជាបន្តបន្ទាប់យ៉ាងណាក៏ដោយ,positive,annotators agreed
283,pair2,ខ្ញុំចង់ទៅលាងចាននិងធ្វើការរៀបចំ,neutral,annotators agreed
284,pair2,តាមគំនូសក្រាភិចបញ្ជាក់អំពីកំណើននិងការធ្លាក់ចុះនៃសេដ្ឋកិច្ចតាមឆ្នាំនីមួយៗ,neutral,annotators agreed
285,pair2,ភ្នំពេញ ក្រុមហ៊ុន DBD Engineering Plc ដែលចុះបញ្ជីនៅផ្សារកំណើននៃផ្សារមូលបត្រកម្ពុជា (CSX) និងជា ក្រុមហ៊ុនវិស្វកម្មពហុបំណង និងសំណង់ក្នុងស្រុកបានរាយការណ៍ពីការធ្លាក់ចុះប្រាក់ចំណូលក្នុងត្រីមាសទី ១ ឆ្នាំនេះ ដោយសារតែការធ្លាក់ចុះនៃសកម្មភាពនៅក្នុងទីផ្សារសំណង់ និងអចលនទ្រព្យ។,neutral,annotators agreed
286,pair2,ខ្ញុំគិតដូច្នេះដែរហើយខ្ញុំក៏សង្ឃឹមដូច្នេះដែរ,neutral,corpus label used
287,pair2,បន្ថែមពីនេះ ករណីជំងឺផ្លូវចិត្តធ្ងន់ធ្ងរខ្លាំង ដោយមិនទទួលបានសេវាព្យាបាលទាន់ពេលវេលា នោះអាចបណ្តាលឲ្យយុវវ័យធ្វើអត្តឃាត ដូចជាការប្រើថ្នាំលេប ចងក ឬលោតសម្លាប់ខ្លួនពីលើស្ពានជាដើម។,negative,annotators agreed
288,pair2,តើអ្នកមានដែលបានពិចារណាខ្លះ ឬទេថា ខ្លួន អ្នកក៏នឹងមានសភាពដូចគ្នានេះដែរ អ្នកមិនអាចគេចផុតពីភាពទន់ខ្សោយ ទ្រុឌទ្រោមដោយជរា ហើយអ្នកមិនអាចជៀស ឬគេចវេះបានឡើយ៕,negative,corpus label used
289,pair2,នាយថ្មើរព្រៃនោះក៏បានចូលទៅគាល់ព្រះរាជាទូលព្រះរាជឱង្ការថា បពិត្រព្រះសម្មតិទេព! ទូលព្រះបង្គំបានឃើញស្តេចដំរីសស្អាត មានសីលាចារ គួរជាព្រះទីនាំងរបស់ព្រះអង្គបានក្រាបទូល! សូមព្រះអង្គ ទ្រង់ត្រាស់បញ្ជាឲ្យនាយហ្មដំរីទៅជាមួយទូលព្រះបង្គំៗ នឹងបង្ហាញផ្លូវក្រាបទូល។,positive,corpus label used
290,pair2,ចំណែកភ្នំពេញក្រោន បើកទ្វារកីឡដ្ឋានរបស់ខ្លួនទទួលក្រុម វិសាខា នៅវគ្គពាក់កណ្តាលផ្តាច់ព្រ័ត្រដូចគ្នាថ្ងៃនេះដែរ វេលាម៉ោង៦:៣០នាទីល្ងាច។,neutral,annotators agreed
291,pair2,បុគ្គលម្នាក់ហ្នឹងគាត់គ្មានសមត្ថភាពដូចបងស្រី ទើបគាត់ចេះតែរកកំហុសនេះកំហុសនោះ ទាំងដែរខ្លួនឯងមិនច្បាស់,negative,annotators agreed
292,pair2,ក្រៅពីងូតទឹកលេងកម្សាន្ត នៅទីនេះក៏មានអាហារឈ្ងុយឆ្ងាញ់ បូករួមនឹងបរិយាកាសស្ងប់ស្ងាត់បែបធម្មជាតិ ដែលនាំឲ្យដំណើរកម្សាន្តលោកអ្នកមិនខកបំណងទេ៕,positive,annotators agreed
293,pair2,ករណីភាគច្រើន គឺក្រុមអ្នកសាងសង់មិនមានបច្ចេកវិទ្យាទំនើប ហើយផ្លូវថ្នល់ជាញឹកញាប់ត្រូវបានសាងសង់ដោយក្រុមកម្មករមិនមានវិជ្ជាជីវៈ និងខ្វះការត្រួតពិនិត្យណែនាំ។,negative,corpus label used
294,pair2,លោក Helleputte ថ្លែងថា៖ «នៅ Danone យើងជឿជាក់ថាធនធានដ៏មានតម្លៃបំផុតដែលក្រុមហ៊ុនមាននោះ គឺធនធានមនុស្សរបស់យើង។,positive,annotators agreed
295,pair2,កាលអ្នកធ្វើស្តេចអង្គុយលើទីដ៏សមគួរមួយហើយ ខាងស្រីគេអោយស្រីម្នាក់ដើរចូលទៅ ខ្សឹបនឹងស្តេចថា ខ្លួនស្រលាញ់ឈ្មោះណាមួយ ឧបមាថាឈ្មោះ ក រឺ ខ ខ្សឹបហើយគេថយទៅអង្គុយ រឺមកឈរនៅកន្លែងដើមវិញ។,neutral,annotators agreed
296,pair2,ការរលំរលាយនៃគណបក្សបំផ្លាញជាតិមួយនេះ និងការរឹបអូស ទីស្នាក់ការបក្សដើម្បីជាសំណងរដ្ឋប្បវេណី ដែលអតីតមេបក្សនេះបានប្រព្រឹត្ត គឺជាសារ មួយយ៉ាងច្បាស់លាស់ទៅកាន់មេគណបក្ស ឧទ្ទាម ក៏ដូចជាទៅកាន់កូនចៅរបស់ក្រុមឧទ្ទាមទាំងឡាយថា ជីវិតនយោបាយរបស់អ្នកនយោបាយបម្រើបរទេស និងបំផ្លាញជាតិខ្លួនឯងមានវាសនាមិនខុសគ្នាឡើយ។,negative,annotators agreed
297,pair2,ជាមួយទេសភាពភ្នំអមសងខាងជាអំណោយផលពីធម្មជាតិស្រាប់ ភោជនីយដ្ឋានឋានសួគ៌ធម្មជាតិភ្នំវល្លិ បានប្រើប្រាស់រទេះលើផ្លូវអយស្ម័យយាន ដើម្បីដឹកភ្ញៀវទេសចរ គន់មើលទេសភាពចម្ការដំណាំ កសិដ្ឋានចិញ្ចឹមសត្វ និងទេសភាពព្រៃភ្នំ។,positive,annotators agreed
298,pair2,មន្ត្រីជាន់ខ្ពស់អាមេនីម្នាក់បានបញ្ជាក់ថា៖បទឈប់បាញ់មួយត្រូវបានព្រមព្រៀងរវាងភាគីទាំងពីរកាលពីល្ងាចថ្ងៃពុធ។,positive,corpus label used
299,pair2,ទាំងភោជនីយដ្ឋាន និងណូរី ត្រូវបានសាងសង់រួចហើយតាំងពីឆ្នាំ ២០២១ ដោយផ្តើមទទួលភ្ញៀវជាក្រុមឯកជនសម្រាប់តែការកក់ទុកមុន។,neutral,annotators agreed
300,pair2,បើយើងមិនបានស្រលាញ់ខ្លួនឯងគ្រប់គ្រាន់ មិនបានយកចិត្តនឹងខ្លួនឯងគ្រប់គ្រាន់ មិនបានស្មោះត្រង់ចំពោះខ្លួនឯង ភាពហត់នឿយចំពោះការធ្វើរឿងអស់ទាំងនេះចំពោះអ្នកដទៃវានឹងឆាប់កើតឡើង។,negative,annotators agreed
301,pair2,នាឱកាសនោះ ឯកឧត្តម ស៊ុន ចាន់ថុល បានឱ្យដឹងថា ស្ថានភាពទូទៅនៃកំណាត់ផ្លូវជាតិលេខ៣ កំពត-វាលរេញ ដែលមានប្រវែង៥៤គីឡូម៉ែត្រ ក្នុងនោះ៣៤គីឡូម៉ែត្រ មានសភាពល្អប្រសើរ និង២០គីឡូម៉ែត្រទៀតតែងតែខូចខាតជាប្រចាំ។,positive,corpus label used
302,pair2,មាត្រា ៦៨ នៃរដ្ឋធម្មនុញ្ញនៃប្រទេសកម្ពុជាបានចែងថា រដ្ឋាភិបាលត្រូវផ្តល់ការអប់រំកម្រិតបឋម និងមធ្យមសិក្សាដោយឥតគិតថ្លៃដល់ប្រជាពលរដ្ឋទាំងអស់ហើយម្នាក់ៗត្រូវបន្តការសិក្សាជាមូលដ្ឋានយ៉ាងហោចណាស់ឲ្យបានរយៈពេល ៩ ឆ្នាំ។,neutral,annotators agreed
303,pair2,ខ្ញុំគ្រោងសរសេរពាក្យបណ្តឹងទៅក្រុមប្រឹក្សាធម្មនុញ្ញដើម្បីឲ្យបដិសេធចំណារលោកហេងសំរិននិងសុំឲ្យក្រុមប្រឹក្សាធម្មនុញ្ញបកស្រាយពីមាត្រា៩៦ថាតើប្រធានសភាមានសិទ្ធិបដិសេធលិខិតតំណាងរាស្ត្រដោយមិនបញ្ជូនទៅអ៊ីចឹងដែរឬ?,neutral,corpus label used
304,pair2,តាមយោបល់ខ្ញុំសង្គ្រាមរវាងរុស្ស៊ី និងអ៊ុយក្រែន ប្រហែលគ្មានអ្នកឈ្នះ គ្មានអ្នកចាញ់ទេ ។,neutral,annotators agreed
305,pair2,"ឧទាហរណ៍ បុគ្គលិកសាលា និងនគរបាល អាចត្រូវធ្វើការកែប្រែ ដើម្បីជួយសិស្ស បើវាមានចែងនៅក្នុងផែនការអប់រំតម្រូវតាមស្ថានភាពបុគ្គល (IEP, Individualized Education Plan) ឬផែនការ 504 របស់សិស្សនេះ ឬបើពួកគេដឹងថា សិស្សនោះជាជនមានពិការភាពជាប់ខ្លួន ។",neutral,annotators agreed
306,pair2,គ្រប់យ៉ាងក្នុងលោកនេះមិនទៀងទាត់ទេ ដូច្នេះយើងមិនគួរប្រញាប់វិនិច្ឆ័យខ្លួនឯង និងអ្នកដទៃនោះឡើយ។,positive,annotators agreed
307,pair2,ការថែរក្សាសុខភាពរាង្គកាយ និងផ្លូវចិត្ត គឺជារឿងសំខាន់បំផុតអាចការពារវីរុស COVID-19,positive,annotators agreed
308,pair2,គូសបញ្ជាក់ផងដែរថា សម្តេចបានបញ្ជាក់សាជាថ្មី ចំពោះអ្នករកស៊ីទាំងឡាយដែលការបង្កប់នូវល្បែងដោយខុសច្បាប់ត្រូវដកចេញជាបន្ទាន់ បើមិនដូច្នោះនឹងរងនូវទណ្ឌកម្មដោយបិទមិនឱ្យប្រកបអាជីវកម្មបន្តទៅទៀតទេ៕,negative,corpus label used
309,pair2,ប្រាក់សោធនសម្រាប់បុគ្គល ស្ថិតក្រោមច្បាប់ស្តីពីការងារចាប់ផ្តើមអនុវត្តពីខែនេះហើយ,neutral,annotators agreed
310,pair2,សហរដ្ឋអាម៉េរិកបានប្តេជ្ញាពង្រឹងការសម្របសម្រួលជាមួយកូរ៉េខាងត្បូង ដើម្បីបន្តពង្រាយ និងអនុវត្តជាយុទ្ធសាស្តរនៅក្នុងតំបន់ឱ្យបានទាន់ពេលវេលា និងប្រកបដោយប្រសិទ្ធភាព ដើម្បីរារាំង និងឆ្លើយតបចំពោះកូរ៉េខាងជើង និងពង្រឹងសន្តិសុខក្នុងតំបន់។,neutral,annotators agreed
311,pair2,សាលានីមួយៗគួរណាស់តែពង្រឹងការអប់រំ និងក្រើនរំលឹកដល់សិស្សនិស្សិតពីចង្វាក់រាំប្រពៃណីខ្មែរទាំងអស់ឡើងវិញ ដើម្បីជៀសវាងយុវជនយើងខ្លះសប្បាយភ្លេចខ្លួននឹងវប្បធម៌បរទេសភ្លេចអស់នូវវប្បធម៌ខ្មែរយើង។,positive,corpus label used
312,pair2,ឯកឧត្តមសង្ឃឹមថា ឯកសារកម្មវិធីថ្មី ប្រចាំប្រទេស ២០២៤-២០២៨ រវាងរាជរដ្ឋាភិបាលកម្ពុជា និង UNDP នឹងជួយកម្ពុជាសម្រេចបាន គោលដៅនេះ។,neutral,corpus label used
313,pair2,មិនបានប៉ុន្មានម៉ោងផង កូនទៅបាត់ចោលប៉ាម៉ាក់ អូនអ៊ីង មិនគួរណាពេទ្យ គុន្ធបុផ្ផា ធ្វើឱ្យកូនទៅជាយ៉ាងនេះសោះ។,negative,annotators agreed
314,pair2,"ចាប់តាំងពីជំងឺរាតត្បាតចាប់ផ្តើមមក អង្គការសុខភាពពិភពលោកបានបង្ហាញថា ចំនួនករណីសរុបមានរហូតទៅដល់ជាង ៦០៥ លានករណី ហើយ ៦,៤ លាននាក់បានស្លាប់។",neutral,corpus label used
315,pair2,ទិដ្ឋភាពនៃការវាយប្រហារដោយមីស៊ីលកាលពីថ្ងៃទី ៦ ខែកញ្ញាបានបង្កឱ្យមានប្រហោងដែលបែកខ្ទេចខ្ទី និងកម្ទេចកម្ទីថ្មបាក់បែកនៃផ្ទះល្វែងកម្ពស់ប្រាំជាន់ ហើយគេបានឃើញអ្នកពន្លត់អគ្គីភ័យនាំឪពុកនិងកូនចុះពីលើជណ្តើរហើយនិងព្យាយាមជួយបុរសចំណាស់ម្នាក់ដែលជាប់នៅក្រោមគំនរបាក់បែក។,negative,corpus label used
316,pair2,ទោះយ៉ាងណា ស្ថាបនិកគុនខ្មែរអលស្តារ បានបោះសម្តីថា សូមកុំទាន់សន្និដ្ឋាន..ត្រូវរង់ចាំមើលសិន...។,neutral,annotators agreed
317,pair2,គណបក្សពលករដែលកំពុងកាន់អំណាចរបស់កូរ៉េខាងជើងបានសម្រេចចិត្តធ្វើសមយុទ្ធនេះជាការឆ្លើយតបដែលមិនអាចជៀសបាន ចំពោះការចល័តទ័ពជើងទឹកអាម៉េរិក និងកូរ៉េខាងត្បូងក្នុងទ្រង់ទ្រាយធំ រួមទាំងនាវាផ្ទុកយន្តហោះ និងនាវាមុជទឹកដើរដោយថាមពលនុយក្លេអ៊ែរ។,negative,corpus label used
318,pair2,មុននឹងមើលថាមនុស្សម្នាក់នោះជាជាតិសាសន៍ណា កាន់សាសនាអ្វី សម្បុរស ឬក៏ខ្មៅ អាចទេមើលគាត់ គោរពគាត់ក្នុងនាមយើងជាមនុស្សដូចគ្នាមុនសិន,positive,corpus label used
319,pair2,គូសបញ្ជាក់ផងដែរថា សម្រាប់វិស័យកសិកម្មនាពេលបច្ចុប្បន្ននេះ ប្រទេសជាច្រើនក្នុងតំបន់អ៊ឺរ៉ុប និងអាស៊ី បានប្រើប្រាស់អាកាសយានគ្មានមនុស្សបើក ដើម្បីបាញ់ថ្នាំសម្លាប់សត្វល្អិតដំណាំ ថតពិនិត្យផលដំណាំ។,neutral,annotators agreed
320,pair2,ការលើកឡើងរបស់លោក ហ៊ុន សែន ធ្វើឡើងក្នុងពិធីចែកសញ្ញាបត្រដល់និស្សិតនៃវិទ្យាស្ថានវ៉ាន់ដា ដែលមានចំនួន ៣ ៨៦៦ នាក់ កាលពីថ្ងៃទី ៣ ខែតុលា ឆ្នាំ ២០២២។,neutral,annotators agreed
321,pair2,តែពេលនេះ អ្នកស្រីឱ្យដឹងថា៖ ធួររាល់ថ្ងៃសម្រាប់ឆ្នាំ ២០២២ នេះ នៅមានមកខ្លះៗ ១ ខែ អ៊ីចឹងមានភ្ញៀវប្រហែល ៣-៤ ធួរអី អ៊ីចឹងគេនៅចាប់អារម្មណ៍។,positive,corpus label used
322,pair2,យើងមិនចូលចិត្តលទ្ធផលមិនល្អដែលកើតឡើងទេ តែយើងចូលចិត្តណាស់ធ្វើរឿងមិនល្អឲ្យលទ្ធផលនោះកើតឡើង។,negative,annotators agreed
323,pair2,ក្រុមហ៊ុន Nord Stream 2 AG ដែលប្រតិបត្តិករនៃបំពង់បង្ហូរឧស្ម័នមានមូលដ្ឋាននៅប្រទេសស្វីសបានបំភ្លឺកាលពីថ្ងៃអង្គារទី ៤ ខែតុលាថា ខ្លួននឹងពិនិត្យមើលស្ថានភាពនៃបំពង់បង្ហូរឧស្ម័នដែលលេចធ្លាយម្តងទៀត ដោយប៉ូលីសនឹងស៊ើបអង្កេតនៅកន្លែងហេតុផ្ទាល់តែម្តង។,neutral,annotators agreed
324,pair2,ការសិក្សាជាកាតព្វកិច្ចគឺប្រាំមួយឆ្នាំនៅសាលាបឋមសិក្សានិងបីឆ្នាំនៅអនុវិទ្យាល័យ,neutral,annotators agreed
325,pair2,ក្នុងនោះកង្វះទុនរបស់ពលរដ្ឋ ជាមូលហេតុចម្បងមួយ។,negative,corpus label used
326,pair2,(ខេត្តព្រះវិហារ)៖ ខេត្តព្រះវិហារ បានប្រកាសសម្រេចផ្អាកចរាចរណ៍បណ្តោះអាសន្នរថយន្តគ្រប់ប្រភេទ លើកំណាត់ផ្លូវជាតិលេខ៩២ ចាប់ពីចំណុចគីឡូម៉ែត្រលេខ១០០ ដល់គីឡូម៉ែត្រលេខ១០១ ដោយសារស្ថានភាពគ្រោះទឹកជំនន់ទឹកភ្លៀងបានបន្តឡើង រហូតកម្រិតប្រកាសអាសន្ន។,negative,corpus label used
